_c0,author_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,product_id,product_name,brand_name,price_usd,review_text_clean,review_id,updated_at
459177,1852360945,5,1.0,,0,0,0,2021-01-29,I will admit I’m not a huge believer in having to have an eye cream as part of my skincare routine. I haven’t had the best luck with them as I find my skin is very sensitive and I easily develop little bumps around my eye when I use something too emollient. This product on the other hand has a been a life saver during the wintertime as I find it really does moisturize without feeling heavy. I’ve been very minimal with my makeup as were in quarantine so I’ve been more focused on skin care and I will definitely be adding this to my routine. My top concerns are brightening and moisturizing for my under eye and I feel like this does both very well. It makes my fine lines non existent because my under eye is actually moisturized. I’m very impressed with Sunday Riley products and will purchase in the future.,Worth the hype,mediumTan,brown,combination,brown,P424948,Auto Correct Brightening + Depuffing Eye Cream for Dark Circles,Sunday Riley,65.0,i will admit i’m not a huge believer in having to have an eye cream as part of my skincare routine. i haven’t had the best luck with them as i find my skin is very sensitive and i easily develop little bumps around my eye when i use something too emollient. this product on the other hand has a been a life saver during the wintertime as i find it really does moisturize without feeling heavy. i’ve been very minimal with my makeup as were in quarantine so i’ve been more focused on skin care and i will definitely be adding this to my routine. my top concerns are brightening and moisturizing for my under eye and i feel like this does both very well. it makes my fine lines non existent because my under eye is actually moisturized. i’m very impressed with sunday riley products and will purchase in the future.,000c5c95f182c2a89e3c9cc1a09aaa110e0b34e7,
408551,5479552368,5,1.0,,0,0,0,2017-11-15,"The best cream ever. It smells amazing, it’s refreshing. The most important for me is that the cream doesn’t leave the skin oily.",,fair,green,normal,brunette,P472454,Vinosource-Hydra Moisturizing Sorbet,Caudalie,38.0,"the best cream ever. it smells amazing, it’s refreshing. the most important for me is that the cream doesn’t leave the skin oily.",000d6ea6c51e8d1219489ea6b592db2ebf77329f,
98676,5375357158,1,0.0,1.0,6,0,6,2020-06-12,This helped to cover redness but unfortunately it broke me out.,,lightMedium,brown,oily,,P411540,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,52.0,this helped to cover redness but unfortunately it broke me out.,000f508bb6ad7fc2739901adc1922a9136595816,
133733,8833700565,5,1.0,,0,0,0,2020-02-13,"I LOVE THIS PRODUCT!!! only need dime size amount for your whole face and leaves it soooo smooth and hydrated, best cleansing I’ve used so far",,fair,brown,dry,blonde,P456126,Vegan Milk Cleanser,MILK MAKEUP,30.0,"i love this product!!! only need dime size amount for your whole face and leaves it soooo smooth and hydrated, best cleansing i’ve used so far",000f7d2c23685cc5a04918ad3db14b6502fd4e85,
536100,23385318858,4,1.0,0.4375,16,9,7,2019-11-14,Great for nighttime. A little goes a long way. Very hydrating,It’s Amazing,deep,brown,combination,brown,P416341,Crème de la Mer Moisturizer,La Mer,380.0,great for nighttime. a little goes a long way. very hydrating,00110dd91e45aed9c60e82feb00423c4dc4befa9,
199441,2254845855,5,1.0,,0,0,0,2022-01-24,"Perfect solution to having and using multiple products.  I love how light this is for my skin! I’m able to get the benefits of multiple products without feeling like my skin is weighed down.  No more multiple bottles in the vanity, we’re down to just this one!",Best of everything!,,,,,P479971,Rénergie H.C.F. Triple Serum: For Plumping & Anti-Aging,Lancôme,140.0,"perfect solution to having and using multiple products. i love how light this is for my skin! i’m able to get the benefits of multiple products without feeling like my skin is weighed down. no more multiple bottles in the vanity, we’re down to just this one!",00112b90d2c8f0093acdf23718346bec647f9ccb,
417876,5421785252,2,0.0,,0,0,0,2019-12-27,"For the price I would have expected this to be the best lip balm I’ve used. Unfortunately, it’s just a lip balm. Nothing about it has particularly stood out as extra special for me. I don’t mind the shape or style. I put it on about 8 minutes ago and my lips are still quite smooth and balmy, so I can’t imagine I’d put it around my eye area as the packaging suggests - all I can think of is wisps of hair sticking to it, or my eyeliner melting. I’m not recommending it simply because I don’t think the value matches the price. Would I pay $8 for this 0.13 oz product? Maybe, but only if my Burt’s Bees wasn’t nearby for $4 (0.15 oz).","It's a nice lip balm, but way overpriced.",lightMedium,brown,dry,brown,P403818,Lippe Balm,Drunk Elephant,18.0,"for the price i would have expected this to be the best lip balm i’ve used. unfortunately, it’s just a lip balm. nothing about it has particularly stood out as extra special for me. i don’t mind the shape or style. i put it on about 8 minutes ago and my lips are still quite smooth and balmy, so i can’t imagine i’d put it around my eye area as the packaging suggests - all i can think of is wisps of hair sticking to it, or my eyeliner melting. i’m not recommending it simply because i don’t think the value matches the price. would i pay $8 for this 0.13 oz product? maybe, but only if my burt’s bees wasn’t nearby for $4 (0.15 oz).",0011404f3fd5c434239a1c242b74cf0f2d4eb817,
141844,7944731716,5,1.0,,0,0,0,2021-06-04,"LOVED IT!!!! The texture is so nice, it goes a long way, leaves skin smooth as butter without the oil. Helped with dark spots and texture tons.",Awesome!,fair,blue,combination,blonde,P468408,SKINPOWER Eye Cream,SK-II,145.0,"loved it!!!! the texture is so nice, it goes a long way, leaves skin smooth as butter without the oil. helped with dark spots and texture tons.",001189f52dbfd5741bdaf633cc628ae07e73a254,
174873,24747046090,5,1.0,0.0,1,1,0,2019-12-30,This product is phenomenal. I use it in my daily skincare routine and I’m never going back to another product. It works wonders on my skin. My face is sooooo soft. I put this product on my cousin as a joke because his skin is super rough and dry and I think I convinced him to buy this because it made even his skin soft!,,light,blue,combination,brown,P448185,Cicapair Tiger Grass Calming Gel Cream,Dr. Jart+,49.0,this product is phenomenal. i use it in my daily skincare routine and i’m never going back to another product. it works wonders on my skin. my face is sooooo soft. i put this product on my cousin as a joke because his skin is super rough and dry and i think i convinced him to buy this because it made even his skin soft!,0011ef87d7e8a3a4c7496c586647d315b6902175,
14327,8632369489,4,1.0,1.0,3,0,3,2021-03-16,"Loved this product and would definitely buy again. Used as directed by using in the morning and evening. After wetting my face, I put a small amount around my eyes, on my face and around my neck. I noticed after using for a few days a definite brighter and glowing skin tone. Cleans skin and even removes makeup. I have uneven skin tones around my face and neck and saw great improvements in that, until you could not see any unevenness.",Great Product that delivered,fair,hazel,combination,brown,P478029,Mini Fulvic Acid Brightening Cleanser,The INKEY List,5.99,"loved this product and would definitely buy again. used as directed by using in the morning and evening. after wetting my face, i put a small amount around my eyes, on my face and around my neck. i noticed after using for a few days a definite brighter and glowing skin tone. cleans skin and even removes makeup. i have uneven skin tones around my face and neck and saw great improvements in that, until you could not see any unevenness.",001288a6873ec18bbfd4e5bddd0603147e12e24d,
114033,1105543071,5,,,0,0,0,2015-12-20,This product is absolutely amazing! It really cleared up my old acne scars and my skin is always glowing after I use it!,AMAZING,,,,,P379707,Resurfacing BHA Glow Mask,Tata Harper,68.0,this product is absolutely amazing! it really cleared up my old acne scars and my skin is always glowing after i use it!,00138fd64e1c83db961b7595d4719597079ba7a1,
122197,34364765992,5,1.0,0.0,1,1,0,2022-03-21,"I am super fan of farmacy products.. I glad I had tried this I have been loving this, very light weight,gel type consistency doesn’t make sticky. It has a beautiful brightening ingredients.. may be I will be purchasing again..complimentary from farmacy.",A Must have,mediumTan,brown,combination,black,P482676,10% Waterless Vitamin C Serum,Farmacy,50.0,"i am super fan of farmacy products.. i glad i had tried this i have been loving this, very light weight,gel type consistency doesn’t make sticky. it has a beautiful brightening ingredients.. may be i will be purchasing again..complimentary from farmacy.",0013b91bee304213437bfd9b9091a3d50b18e996,
145011,6286000276,5,1.0,,0,0,0,2022-08-10,I’m loving the new watermelon nighttime routine from glow recipe. This makes my skin feels so hydrated and I love the glow I get every morning. I have been using it fr a week now and I can’t stop using it. I have used other nighttime treatments and they have left my skin greasy. This doesn’t do that at all. Don’t sleep on this.,,medium,brown,dry,brown,P501254,Watermelon Glow AHA Night Treatment,Glow Recipe,40.0,i’m loving the new watermelon nighttime routine from glow recipe. this makes my skin feels so hydrated and i love the glow i get every morning. i have been using it fr a week now and i can’t stop using it. i have used other nighttime treatments and they have left my skin greasy. this doesn’t do that at all. don’t sleep on this.,0013ea0db29adf5907586e6d3c927f6223e69617,
32210,1358840239,4,1.0,,0,0,0,2020-04-30,So good!  Very moisturizing!  And I even like the smell-it is a little stronger smelling that what I am used to but overall I would recommend!!,,fair,brown,combination,brown,P440501,Seaweed Night Cream,Mario Badescu,22.0,so good! very moisturizing! and i even like the smell-it is a little stronger smelling that what i am used to but overall i would recommend!!,00143a5aa0537575633e6d84dc25b4b64ca0bcbb,
115902,1897262865,5,,,0,0,0,2011-11-08,"This stuff is amazing! Cleans well and skin actually FEELS clean but not tight or dry. Not harsh and does not irritate my sensitive skin. I have tried so many cleansers and spent a fortune but this is now my go-to and worth every penny. If you have fussy skin, this is worth a try.",LOVE!!!,fair,,combination,,P248404,Pure Skin Face Cleanser,First Aid Beauty,24.0,"this stuff is amazing! cleans well and skin actually feels clean but not tight or dry. not harsh and does not irritate my sensitive skin. i have tried so many cleansers and spent a fortune but this is now my go-to and worth every penny. if you have fussy skin, this is worth a try.",00149f5fa3311da02e662d2182937110d9bba587,
134063,10519711630,5,1.0,0.0,1,1,0,2022-02-11,"This Moisturizer is really hydrating and great for Canadian winters, I have combination skin and my nose often gets very oily but while using this my nose hasn’t been that oily!",So good!,lightMedium,hazel,combination,brown,P455369,Peptide Moisturizer,The INKEY List,15.99,"this moisturizer is really hydrating and great for canadian winters, i have combination skin and my nose often gets very oily but while using this my nose hasn’t been that oily!",0014b8b8b5f22800af97d8e7d61c16c4b91bc300,
564823,7972240465,5,1.0,1.0,5,0,5,2021-04-26,Best retinol I’ve ever use simply love it. I have really sensitive skin but I’ve never reacted badly to this.,the perfect one,fairLight,hazel,dry,brown,P439926,A-Passioni Retinol Cream,Drunk Elephant,74.0,best retinol i’ve ever use simply love it. i have really sensitive skin but i’ve never reacted badly to this.,00151628e67121321f20b0fe4628a8bc9e292c87,
15925,12699886864,5,1.0,,0,0,0,2023-03-13,I know why it’s called the soft cream because oh my. My skin feels so so baby soft after using this cream. The texture feels luxurious and it has a nice subtle smell to it. A little goes a long which is nice since this is an expensive product!,So luxurious!,light,blue,oily,blonde,P505160,The Moisturizing Soft Cream Moisturizer,La Mer,380.0,i know why it’s called the soft cream because oh my. my skin feels so so baby soft after using this cream. the texture feels luxurious and it has a nice subtle smell to it. a little goes a long which is nice since this is an expensive product!,001546e06d874da5e3f15cdf413013c52952f308,
267827,1338480364,4,,0.75,4,1,3,2015-04-22,"Didn’t see much of a difference the first few weeks, but like other reviews mentioned it takes a while for any noticeable results. It’s been 4 months so far and I’ve noticed my skin texture is smoother and softer. I have had bad acne as a teen (used Accutane) and right now I’m mainly dealing with hormonal acne around the chin and mouth. The product doesn’t do much for acne control but it makes my skin feel wonderful and hydrated. Will purchase again ... when I have money haha",,,,combination,,P426183,Mini Facial Treatment Essence (Pitera Essence),SK-II,99.0,"didn’t see much of a difference the first few weeks, but like other reviews mentioned it takes a while for any noticeable results. it’s been 4 months so far and i’ve noticed my skin texture is smoother and softer. i have had bad acne as a teen (used accutane) and right now i’m mainly dealing with hormonal acne around the chin and mouth. the product doesn’t do much for acne control but it makes my skin feel wonderful and hydrated. will purchase again ... when i have money haha",001549655985a6590ba067a646940bf409e9ce93,
2187,6833761023,5,1.0,,0,0,0,2022-06-04,love it. best lotion i’ve used in a while!!!! worth the money,,lightMedium,brown,dry,black,P482298,Dr. Andrew Weil for Origins Mega-Mushroom Relief & Resilience Soothing Treatment Lotion,Origins,40.0,love it. best lotion i’ve used in a while!!!! worth the money,0015aedf1bd2e891ffb9356f8045051a3b9ede4b,
95120,23059578473,2,0.0,,0,0,0,2020-05-18,The smell is pleasant and it seemed to work at first but it ended up making my skin more oily. This is as after two days of use and it ended up making me break out more than I already was.,,medium,brown,combination,brown,P435386,Mini Watermelon Pink Juice Oil-Free Moisturizer,Glow Recipe,21.0,the smell is pleasant and it seemed to work at first but it ended up making my skin more oily. this is as after two days of use and it ended up making me break out more than i already was.,00161876e03107ab6a25a898cf2a012039546d23,
27053,2101821691,4,1.0,1.0,3,0,3,2022-04-18,"Got this because I wanted a light moisturizer with some brightening and toning and in a month I’ve seen skin clarity improvement overall which I’m ecstatic over, I do use this in conjunction with other moisturizers so even though it’s light my dry skin stays hydrated all day.",Helped with skin tone,light,green,dry,brown,P474972,Symbright Brightening Moisturizer,The INKEY List,13.99,"got this because i wanted a light moisturizer with some brightening and toning and in a month i’ve seen skin clarity improvement overall which i’m ecstatic over, i do use this in conjunction with other moisturizers so even though it’s light my dry skin stays hydrated all day.",0016bb73ab6c1a7e50cf172ac1c757cddfbe5db2,
197334,1344616314,4,1.0,,0,0,0,2020-08-29,"I’ve been using this for the past week or so, and have been enjoying using the fun spray applicator, and have noticed a slight hydrating effect on my skin. The applicator is very innovative, and feels like getting a mini-facial! The product scent is like a medicinal lavender, which could be a pro or a con depending on your personal preferences. If you have the budget and are looking for a new hydrating serum, this one is worth a shot!",Lightweight serum with interesting applicator,fairLight,brown,dry,brown,P306941,DermalQuench Hyaluronic Acid Hydration Treatment,Kate Somerville,110.0,"i’ve been using this for the past week or so, and have been enjoying using the fun spray applicator, and have noticed a slight hydrating effect on my skin. the applicator is very innovative, and feels like getting a mini-facial! the product scent is like a medicinal lavender, which could be a pro or a con depending on your personal preferences. if you have the budget and are looking for a new hydrating serum, this one is worth a shot!",0016e53c16eeaae277d28dc5c09aed45ed91477f,
62106,25448182267,5,1.0,,0,0,0,2020-03-10,"Very good product. My skin can be very oily, but I also have rosacea. This product cleaned my skin without being irritating.",,light,brown,combination,brown,P446942,Niacinamide Oil Control Serum,The INKEY List,9.99,"very good product. my skin can be very oily, but i also have rosacea. this product cleaned my skin without being irritating.",00175f1201e3395876f6fb3022d5d57777e67000,
200095,1867051503,4,1.0,,0,0,0,2022-02-19,"The texture on this cream is super nice. As a person who tends to stray away from “makeup brands” who do skincare, this is actually much more impressive than I thought it would be.So here’s where I’ll get more technical, this is a GREAT skincare item for prepping the skin before makeup application, it’s even good on its own for a “glowy look”. So if your concerns are dryness, and minimal texture- this is a good option.",Smooth like butter,light,brown,dry,auburn,P433520,Magic Cream Moisturizer with Hyaluronic Acid,Charlotte Tilbury,100.0,"the texture on this cream is super nice. as a person who tends to stray away from “makeup brands” who do skincare, this is actually much more impressive than i thought it would be.so here’s where i’ll get more technical, this is a great skincare item for prepping the skin before makeup application, it’s even good on its own for a “glowy look”. so if your concerns are dryness, and minimal texture- this is a good option.",001a260e5793c2c9b1104e9bcedce31e0ba9588b,
184890,2790422977,5,1.0,1.0,9,0,9,2022-07-14,"This is my go-to balm when my skin is looking extra dry and tired or irritated. I’ve also been using it daily for the skin around my eyes, and it has definitely been helping smooth out those fine lines. It absorbs quickly. One week of daily use and my pores pretty much vanish. I usually only use on my whole face 2x a week. A little goes a very long way and I’ve been able to stretch a bottle for 9 months.",,fair,blue,normal,brown,P436094,Evercalm Overnight Recovery Balm,REN Clean Skincare,55.0,"this is my go-to balm when my skin is looking extra dry and tired or irritated. i’ve also been using it daily for the skin around my eyes, and it has definitely been helping smooth out those fine lines. it absorbs quickly. one week of daily use and my pores pretty much vanish. i usually only use on my whole face 2x a week. a little goes a very long way and i’ve been able to stretch a bottle for 9 months.",001abe0260b678c72d2376afc2510e978be691a8,
38192,25985689133,5,1.0,0.9166669845581056,12,1,11,2021-03-05,Lancôme never fails with producing a higher quality and effective product and this eye cream is just that! Firming fine lines and fading dark circles this eye cream is yet another phenomenal cream by Lancôme. The jar makes for a beautiful addition to your beauty counter. I would highly recommend this eye cream for both treatment and prevention of fine lines and wrinkles around the eye area. Perfect for those who have long night and little sleep. This is mom’s little beauty helper to help hide the fact that sleep is a distant memory,Remarkably effective,fair,hazel,combination,brown,P467630,Rénergie Lift Multi-Action Ultra Dark Circle Correcting Eye Cream,Lancôme,82.0,lancôme never fails with producing a higher quality and effective product and this eye cream is just that! firming fine lines and fading dark circles this eye cream is yet another phenomenal cream by lancôme. the jar makes for a beautiful addition to your beauty counter. i would highly recommend this eye cream for both treatment and prevention of fine lines and wrinkles around the eye area. perfect for those who have long night and little sleep. this is mom’s little beauty helper to help hide the fact that sleep is a distant memory,001baf5f0c6acbaff6936d9fa4e7bf5d3ffcfba8,
80087,33553054258,5,1.0,1.0,2,0,2,2022-01-26,This clears out my pores without overstripping my skin. Love!,Deep cleanse,fairLight,blue,dry,brown,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,14.0,this clears out my pores without overstripping my skin. love!,001bcf3ef401f6c65b22e11f6e5ca8ce75b85fe3,
203340,11068856398,4,0.0,,0,0,0,2017-11-18,"I actually bought it because of the smell, it’s a pretty refreshing smell but the product itself it’s okay. I don’t see no difference. I would recommend it if you like your face to feel fresh but other than that no I wouldn’t recommend it.",Okay.,medium,brown,oily,black,P481817,"Beauty Elixir Prep, Set, Glow Face Mist",Caudalie,49.0,"i actually bought it because of the smell, it’s a pretty refreshing smell but the product itself it’s okay. i don’t see no difference. i would recommend it if you like your face to feel fresh but other than that no i wouldn’t recommend it.",001c13a6a79b8480ec310efe2b4507a33d4bfc0a,
91201,8926544684,5,1.0,,0,0,0,2021-10-05,I was so happy to receive this item complimentary from BzzAgent! It’s a perfect daytime moisturizer to add instant glow and lightweight hydration. It’s leaves my skin feeling really soft and works as a great pre makeup moisturizer. If you are looking for a good daytime moisturizer i definitely recommend this one !,love this,medium,brown,dry,auburn,P473172,Glow Daily Vitamin C Gel Cream,REN Clean Skincare,54.0,i was so happy to receive this item complimentary from bzzagent! it’s a perfect daytime moisturizer to add instant glow and lightweight hydration. it’s leaves my skin feeling really soft and works as a great pre makeup moisturizer. if you are looking for a good daytime moisturizer i definitely recommend this one !,001e12c8429051cfbff9afa97e783371f5202e6b,
223992,1929220154,5,1.0,1.0,7,0,7,2020-04-18,"Best peeling solution since going to a professional aesthetician.  I’m blown away by how its helped my acne, beyond excited by the price and its 10 minute no-fuss timing is perfect.  DO follow the directions but don’t be surprised when your skin slowly comes to life like you didn’t think was possible.  Thank you to The Ordinary! LIFE CHANGING. (slight stinging won’t be for everyone or use 5 minutes twice a day instead of 10). A little goes a long way.",Life Changing Peel for Acne and Dark Spots,fair,hazel,dry,blonde,P442563,AHA 30% + BHA 2% Exfoliating Peeling Solution,The Ordinary,9.5,"best peeling solution since going to a professional aesthetician. i’m blown away by how its helped my acne, beyond excited by the price and its 10 minute no-fuss timing is perfect. do follow the directions but don’t be surprised when your skin slowly comes to life like you didn’t think was possible. thank you to the ordinary! life changing. (slight stinging won’t be for everyone or use 5 minutes twice a day instead of 10). a little goes a long way.",001e3cbe2bc504b43705e7124706f19d2176b33f,
331905,2714065119,5,,,0,0,0,2012-12-08,The best lip balm I ever bought! So moisturizing and it gives you a bit of color! <3,,,,combination,,P42205,Strawberry Lip Balm,Rosebud Perfume Co.,8.0,the best lip balm i ever bought! so moisturizing and it gives you a bit of color! <3,001e72e499d1d7846c70591f07e7536af2f8fa57,
42866,5389140167,4,1.0,0.8961039781570435,77,8,69,2017-11-07,"I’m pleased with these gel patches - they do what they need to do! After using, I noticed that the skin under my eyes looked more moisturized, plump, and less “wrinkly“ (I’m only 24, but this did visibly reduce some of the little creasing under my eyes. I’d use before applying concealer for a smooth finish!). HOWEVER, I would recommend leaving these on much longer than the 15 mins indicated in the instructions. The first time I used them, I left on for 20 mins and really didn’t see a difference. The second time, I took a 2-hr nap in them and saw the intended effects.","Good product, use as needed.",deep,brown,oily,black,P423254,Water Drench Hyaluronic Cloud Hydra-Gel Eye Patches,Peter Thomas Roth,55.0,"i’m pleased with these gel patches - they do what they need to do! after using, i noticed that the skin under my eyes looked more moisturized, plump, and less “wrinkly“ (i’m only 24, but this did visibly reduce some of the little creasing under my eyes. i’d use before applying concealer for a smooth finish!). however, i would recommend leaving these on much longer than the 15 mins indicated in the instructions. the first time i used them, i left on for 20 mins and really didn’t see a difference. the second time, i took a 2-hr nap in them and saw the intended effects.",001ebb2f04d15bf80775e166bccadb3d03bebd3c,
345823,5258613793,5,1.0,,0,0,0,2018-02-15,I have been using this for 2 years now. I think I own like 7 tubes and they’re all floating around my car/ room/ purse. This is the only chapstick I’ve ever used that doesnt peel the top layer of my lips off! It’s gentle and hydrating like Vaseline but smells like fresh roses. A must try,Must have,medium,brown,combination,brown,P266126,Rosebud Salve in a Tube,Rosebud Perfume Co.,7.0,i have been using this for 2 years now. i think i own like 7 tubes and they’re all floating around my car/ room/ purse. this is the only chapstick i’ve ever used that doesnt peel the top layer of my lips off! it’s gentle and hydrating like vaseline but smells like fresh roses. a must try,0020f75662dbfb316a83cd51b9c319c2f38cc330,
26765,6234009467,4,1.0,1.0,3,0,3,2020-01-20,"This stuff not only smells amazing and fruity, it also makes your skin glow without feeling greasy. One issue for me is that if I put any on my neck, I break out. I’m not sure why, but it works great for my face!",,light,green,dry,brown,P430146,Superberry Hydrate + Glow Dream Oil,Youth To The People,48.0,"this stuff not only smells amazing and fruity, it also makes your skin glow without feeling greasy. one issue for me is that if i put any on my neck, i break out. i’m not sure why, but it works great for my face!",00211cfa56c6c15b946dcc7bbe5fa12d4b6fab37,
578162,1056871530,4,1.0,,0,0,0,2020-01-18,Great for keeping lips moist but I was hoping for a more plumping effect. Maybe if I use it longer.,Improved dry lips,lightMedium,brown,normal,auburn,P453225,The Kissu Lip Mask,Tatcha,29.0,great for keeping lips moist but i was hoping for a more plumping effect. maybe if i use it longer.,00215e38936c3bde42c9e2c8bfe0c95d26e478a2,
43781,21292036336,5,1.0,1.0,2,0,2,2022-04-02,"Absolutely love this product! It’s so soft on the skin, smells incredible, and has such cute packaging. I’ve incorporated it into my nightly routine and my skin already looks radiant and bright. The formula is silky, smooth, and light. It works perfectly after cleanser and before moisturizer! I have had a recent breakout bc of wearing a mask to the gym and this helped clear things up and replenish my skin. My skin feels so healthy now!",Absolutely loved the application and scent!,tan,brown,combination,black,P482535,Strawberry Smooth BHA + AHA Salicylic Acid Serum,Glow Recipe,42.0,"absolutely love this product! it’s so soft on the skin, smells incredible, and has such cute packaging. i’ve incorporated it into my nightly routine and my skin already looks radiant and bright. the formula is silky, smooth, and light. it works perfectly after cleanser and before moisturizer! i have had a recent breakout bc of wearing a mask to the gym and this helped clear things up and replenish my skin. my skin feels so healthy now!",0021b3413ee3ed6bb7b7bd61da6b7677fb19770f,
87704,24871949666,5,1.0,0.7272729873657227,11,3,8,2020-08-17,"I have been using this product for a few months now after seeing it as a recommendation on a YouTube video for skin care. I am in love with it. It’s incorporated into my daily routine, and I put it on in the morning before my lotion. Rubs right in and dries without leaving a film. It interacts well with my lotion and doesn’t cause extreme dryness like other products. One bottle easily lasts a couple months, as you can use it pretty sparingly.",Well Done!,lightMedium,hazel,combination,blonde,P427417,Niacinamide 10% + Zinc 1% Oil Control Serum,The Ordinary,6.0,"i have been using this product for a few months now after seeing it as a recommendation on a youtube video for skin care. i am in love with it. it’s incorporated into my daily routine, and i put it on in the morning before my lotion. rubs right in and dries without leaving a film. it interacts well with my lotion and doesn’t cause extreme dryness like other products. one bottle easily lasts a couple months, as you can use it pretty sparingly.",002240ba7adbe949d29dc43523748c54fabc258a,
113657,6436526441,5,1.0,0.0,1,1,0,2023-03-02,"This serum is incredible! La Mer is known for being a luxury brand and using it is certainly a luxury experience! The serum makes my skin look brighter, and feel firmer and I love how soft it feels. Definitely a winner!",A luxe experience!,fair,brown,combination,,P450290,The Regenerating Serum,La Mer,410.0,"this serum is incredible! la mer is known for being a luxury brand and using it is certainly a luxury experience! the serum makes my skin look brighter, and feel firmer and i love how soft it feels. definitely a winner!",0022b8de66f02451a84c9739c137ccc57de17daa,
149703,1749390556,5,1.0,,0,0,0,2021-02-15,Loved it! It helped dissolve makeup and oils without using any water. The no-rinse formula was incredibly easy to use. I also noticed that my skin seemed to be brighter after using it.,Love it,lightMedium,brown,oily,brown,P466122,Kombucha 2-in-1 No-Rinse Cleanser & Prebiotic Treatment,fresh,44.0,loved it! it helped dissolve makeup and oils without using any water. the no-rinse formula was incredibly easy to use. i also noticed that my skin seemed to be brighter after using it.,0022c3b9d11fbf83d5bdc4c5828be53c37c02d97,
43041,7678457622,5,1.0,,0,0,0,2019-08-27,"Does everything it says it will do. I have combo acne prone sensitive skin. My skin breaks out to almost every product i try and i get clogged pores easily. I actually bought this product about a year ago when i was going through it with my skin and after the first night it made such a huge improvement on my texture and dry patches. It minimized the size of my acne too. I used to switch between this product and my curology so i used it every other night. I used it for a while and stopped when my skin got cleared up. Now a year later and my skin is acting up again with random dry patches and acne. After the first night of using it again my skin is so smooth and looks so much better. It does make my face feel warm but it doesnt irritate my skin. You have to follow instructions and be careful with the other products you use along with it. Whenever i use this i dont use any other strong products, just mild cleansers and moisturizer. I try to keep the rest of my skincare routine simple and clean because i find it does the job better that way. (I also used to shave my face and noticed my skin was irritated from that and trying so many products to calm it down) * photo is from last year when it was at its worst, second photo is from a few weeks ago with no make up*",CURED MY SKIN,lightMedium,brown,combination,black,P269122,Alpha Beta Extra Strength Daily Peel Pads,Dr. Dennis Gross Skincare,92.0,"does everything it says it will do. i have combo acne prone sensitive skin. my skin breaks out to almost every product i try and i get clogged pores easily. i actually bought this product about a year ago when i was going through it with my skin and after the first night it made such a huge improvement on my texture and dry patches. it minimized the size of my acne too. i used to switch between this product and my curology so i used it every other night. i used it for a while and stopped when my skin got cleared up. now a year later and my skin is acting up again with random dry patches and acne. after the first night of using it again my skin is so smooth and looks so much better. it does make my face feel warm but it doesnt irritate my skin. you have to follow instructions and be careful with the other products you use along with it. whenever i use this i dont use any other strong products, just mild cleansers and moisturizer. i try to keep the rest of my skincare routine simple and clean because i find it does the job better that way. (i also used to shave my face and noticed my skin was irritated from that and trying so many products to calm it down) * photo is from last year when it was at its worst, second photo is from a few weeks ago with no make up*",002359060f2c7ea049b966c06665a4bf49f983ae,
521617,5873300611,4,1.0,0.5714290142059326,7,3,4,2022-01-05,"I love the supergoop sunscreens however I think this one made me look super shiny, it is really oily didn’t work with my skin type, will be swapping for the Matte",,lightMedium,brown,oily,black,P482320,Mini Glowscreen Sunscreen SPF 40 PA+++ with Hyaluronic Acid + Niacinamide,Supergoop!,22.0,"i love the supergoop sunscreens however i think this one made me look super shiny, it is really oily didn’t work with my skin type, will be swapping for the matte",00238f0bf6b883b0a037864ead340d86b9ffa8ec,
41394,1513621841,5,1.0,,0,0,0,2019-11-13,"Love this one. Goes on nicely, not oily - I use a bunch of this company’s products and am very happy.",,mediumTan,brown,normal,brown,P214002,Evercalm Barrier Support Antioxidant Moisturizer,REN Clean Skincare,52.0,"love this one. goes on nicely, not oily - i use a bunch of this company’s products and am very happy.",0023ed4b2488f51ed1dd506146781c2a2e989af6,
7239,2253223157,5,1.0,0.5,2,1,1,2020-02-20,"Probably my favorite thing on the planet. In the winter my lips always dry no matter what I put on them. Lately, I’ve been using this as both a nighttime mask but also just as an everyday lip chap... and it’s incredible. My lips always feel amazing!!",BEST THING EVER!,lightMedium,blue,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"probably my favorite thing on the planet. in the winter my lips always dry no matter what i put on them. lately, i’ve been using this as both a nighttime mask but also just as an everyday lip chap... and it’s incredible. my lips always feel amazing!!",00242fb49f3080760d5592accc5719010c93bae1,
6632,37256020572,2,0.0,0.6666669845581055,3,1,2,2022-07-26,"I did NOT like this! It remained ON TOP of my skin and never absorbed into my skin. Everything my face came in contact with was left with a sticky residue from this cream! It was not nice having to wash clean pillowcases. It also left my face very oily, shiny and greasy",Does not absorb into skin,light,brown,combination,black,P479354,Omega Water Cream Moisturizer,The INKEY List,10.99,"i did not like this! it remained on top of my skin and never absorbed into my skin. everything my face came in contact with was left with a sticky residue from this cream! it was not nice having to wash clean pillowcases. it also left my face very oily, shiny and greasy",00251cd5fee07184c596129818d87c337a7090e8,
